family,source_file,source_column,candidate_key,logical_parent,raw_target,parsing_policy,analytical_use,disposition,reconciliation_rule,metadata_variants
ncen,FUND_REPORTED_INFO.tsv,IS_INDEX,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_INDEX_AFFILIATED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_INDEX_EXCLUSIVE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_INTERVAL,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_LONG_TERM_DEBT_DEFAULT,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_MASTER_FEEDER,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_MONEY_MARKET,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_MULTI_INVERSE_INDEX,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_NON_DIVERSIFIED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_ADMIN_FEE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_CASH_COLLATERAL_FEE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_INDEMNI_FEE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_NA,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_NON_REV_SHARING_SPLIT,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_OTHER,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_PYMNT_REV_SHARING_SPLIT,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_10F_3,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_12D1G,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_12D1_1,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_12D1_4,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_15A_4,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_17A_6,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_17A_7,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_17A_8,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_17E_1,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4C2,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4C4,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4DI,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4DII,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4E,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_18F_4F,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_22D_1,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_23C_1,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_32A_4,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_6C_11,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_RELYON_RULE_NA,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_BONDS,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_COMMON,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_CONVERTIBLES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_OTHER,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_PREFERRED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_REPUR_WARRANTS,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_BONDS,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_COMMON,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_CONVERTIBLES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_OTHER,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_PREFERRED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECONDARY_WARRANTS,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SECURITY_MAT_MODIFIED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_SEC_LENDING_AUTHORIZED,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_TARGET_DATE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,date_field_specific_fail_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,IS_UNDERLYING_FUND,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,LEI,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,MANAGEMENT_FEE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,MARKET_PRICE_PER_SHARE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,MONTHLY_AVG_NET_ASSETS,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,NAV_PER_SHARE,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,NET_INCOME_SEC_LENDING,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,NET_OPERATING_EXPENSES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,OTHER_FEE_DESC,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,OTHER_REPUR_DESC,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,OTHER_SECONDARY_DESC,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,RETURN_AFTR_FEES_AND_EXPENSES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,RETURN_B4_FEES_AND_EXPENSES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,SERIES_ID,True,SUBMISSION.tsv,ncen_fund_reported_info_raw,text_preserve_lexical,identity_and_lineage,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,STDV_AFTR_FEES_AND_EXPENSES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,STDV_B4_FEES_AND_EXPENSES,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,fees_and_share_classes,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,SWING_FACTOR_UPPER_LIMIT,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,FUND_REPORTED_INFO.tsv,TERMINATED_SHARES_CNT,False,SUBMISSION.tsv,ncen_fund_reported_info_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,INTER_FUND_BORROWING_DETAIL.tsv,BORROWING_DAYS_OUTSTANDING,False,FUND_REPORTED_INFO.tsv,ncen_inter_fund_borrowing_detail_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
ncen,INTER_FUND_BORROWING_DETAIL.tsv,BORROWING_LOAN_AVERAGE,False,FUND_REPORTED_INFO.tsv,ncen_inter_fund_borrowing_detail_raw,decimal_preserve_lexical,operating_and_governance,raw_and_typed_projection,source_rows_equal_raw_rows,e9ea96c869370e6618093f18afd0b30ccc1736ee39d53c6309336081e041af92;fb55228ca976c43955c9a49bccf2bc21c8b70d3c7194f936f13289f06acca737
